PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
2211_01,Earth,True,C260,TRAPPIST-1e,12.0,False,52.3,52.3,52.3,52.3,52.3,Guest 2211,0
2212_01,Europa,False,F136,TRAPPIST-1e,44.0,False,34.9,34.9,34.9,34.9,34.9,Guest 2212,0
2213_01,Europa,True,E75,TRAPPIST-1e,13.0,False,722.3,722.3,722.3,722.3,722.3,Guest 2213,0
2214_01,Earth,False,D472,55 Cancri e,39.0,True,704.5,704.5,704.5,704.5,704.5,Guest 2214,0
2215_01,Earth,False,C107,55 Cancri e,41.0,True,913.0,913.0,913.0,913.0,913.0,Guest 2215,0
2216_01,Earth,True,F421,TRAPPIST-1e,33.0,True,520.7,520.7,520.7,520.7,520.7,Guest 2216,0
2217_01,Mars,True,C609,55 Cancri e,42.0,False,2913.5,2913.5,2913.5,2913.5,2913.5,Guest 2217,0
2218_01,Europa,False,D59,PSO J318.5-22,14.0,False,845.3,845.3,845.3,845.3,845.3,Guest 2218,0
2219_01,Mars,False,A790,PSO J318.5-22,16.0,False,2272.5,2272.5,2272.5,2272.5,2272.5,Guest 2219,0
2220_01,Mars,True,D94,PSO J318.5-22,28.0,True,637.8,637.8,637.8,637.8,637.8,Guest 2220,0
2221_01,Earth,True,D119,PSO J318.5-22,30.0,False,1168.0,1168.0,1168.0,1168.0,1168.0,Guest 2221,1
2222_01,Earth,False,C654,TRAPPIST-1e,29.0,True,128.9,128.9,128.9,128.9,128.9,Guest 2222,0
2223_01,Europa,False,G941,55 Cancri e,36.0,True,680.4,680.4,680.4,680.4,680.4,Guest 2223,0
2224_01,Mars,True,G115,PSO J318.5-22,22.0,True,104.6,104.6,104.6,104.6,104.6,Guest 2224,0
2225_01,Earth,True,C700,PSO J318.5-22,5.0,False,143.6,143.6,143.6,143.6,143.6,Guest 2225,1
2226_01,Earth,True,B470,PSO J318.5-22,35.0,True,896.8,896.8,896.8,896.8,896.8,Guest 2226,0
2227_01,Europa,True,A203,55 Cancri e,28.0,True,1307.5,1307.5,1307.5,1307.5,1307.5,Guest 2227,0
2228_01,Mars,False,B568,TRAPPIST-1e,40.0,True,251.5,251.5,251.5,251.5,251.5,Guest 2228,0
2229_01,Europa,False,D429,TRAPPIST-1e,55.0,False,269.6,269.6,269.6,269.6,269.6,Guest 2229,0
2230_01,Europa,True,A381,PSO J318.5-22,31.0,True,557.3,557.3,557.3,557.3,557.3,Guest 2230,0
2231_01,Earth,True,C867,55 Cancri e,37.0,False,984.8,984.8,984.8,984.8,984.8,Guest 2231,0
2232_01,Europa,True,E559,PSO J318.5-22,20.0,False,375.3,375.3,375.3,375.3,375.3,Guest 2232,0
2233_01,Mars,True,F808,TRAPPIST-1e,41.0,True,11.2,11.2,11.2,11.2,11.2,Guest 2233,0
2234_01,Earth,False,D42,TRAPPIST-1e,34.0,True,856.4,856.4,856.4,856.4,856.4,Guest 2234,0
2235_01,Europa,False,D943,PSO J318.5-22,33.0,True,804.5,804.5,804.5,804.5,804.5,Guest 2235,0
2236_01,Mars,True,C226,55 Cancri e,41.0,True,219.7,219.7,219.7,219.7,219.7,Guest 2236,0
2237_01,Earth,True,F512,55 Cancri e,17.0,True,163.2,163.2,163.2,163.2,163.2,Guest 2237,1
2238_01,Europa,True,A66,PSO J318.5-22,37.0,False,649.2,649.2,649.2,649.2,649.2,Guest 2238,0
2239_01,Earth,True,D210,PSO J318.5-22,36.0,True,1044.3,1044.3,1044.3,1044.3,1044.3,Guest 2239,1
2240_01,Mars,False,B478,TRAPPIST-1e,49.0,False,231.1,231.1,231.1,231.1,231.1,Guest 2240,0
2241_01,Earth,True,C750,55 Cancri e,9.0,False,355.3,355.3,355.3,355.3,355.3,Guest 2241,0
2242_01,Europa,False,F772,55 Cancri e,29.0,False,356.2,356.2,356.2,356.2,356.2,Guest 2242,0
2243_01,Europa,False,C470,TRAPPIST-1e,56.0,True,588.7,588.7,588.7,588.7,588.7,Guest 2243,0
2244_01,Earth,True,C247,PSO J318.5-22,25.0,True,248.0,248.0,248.0,248.0,248.0,Guest 2244,0
2245_01,Earth,True,C606,TRAPPIST-1e,25.0,True,2592.3,2592.3,2592.3,2592.3,2592.3,Guest 2245,0
2246_01,Europa,True,F370,TRAPPIST-1e,51.0,False,438.6,438.6,438.6,438.6,438.6,Guest 2246,0
2247_01,Earth,True,D163,55 Cancri e,60.0,True,1947.2,1947.2,1947.2,1947.2,1947.2,Guest 2247,0
2248_01,Mars,False,C761,TRAPPIST-1e,32.0,True,1205.9,1205.9,1205.9,1205.9,1205.9,Guest 2248,0
2249_01,Mars,False,G787,55 Cancri e,22.0,False,649.8,649.8,649.8,649.8,649.8,Guest 2249,0
2250_01,Europa,True,A170,TRAPPIST-1e,23.0,True,206.8,206.8,206.8,206.8,206.8,Guest 2250,0
2251_01,Europa,False,B38,TRAPPIST-1e,26.0,False,766.9,766.9,766.9,766.9,766.9,Guest 2251,0
2252_01,Europa,False,G741,TRAPPIST-1e,20.0,True,1052.4,1052.4,1052.4,1052.4,1052.4,Guest 2252,0
2253_01,Earth,False,D805,PSO J318.5-22,21.0,False,2345.7,2345.7,2345.7,2345.7,2345.7,Guest 2253,0
2254_01,Europa,False,F71,TRAPPIST-1e,32.0,False,112.7,112.7,112.7,112.7,112.7,Guest 2254,0
2255_01,Mars,True,E394,TRAPPIST-1e,31.0,True,1343.8,1343.8,1343.8,1343.8,1343.8,Guest 2255,0
2256_01,Earth,False,F693,TRAPPIST-1e,36.0,False,281.8,281.8,281.8,281.8,281.8,Guest 2256,0
2257_01,Earth,True,B333,TRAPPIST-1e,31.0,False,261.5,261.5,261.5,261.5,261.5,Guest 2257,0
2258_01,Europa,False,C788,TRAPPIST-1e,16.0,False,161.4,161.4,161.4,161.4,161.4,Guest 2258,0
2259_01,Europa,True,G40,PSO J318.5-22,39.0,True,1040.4,1040.4,1040.4,1040.4,1040.4,Guest 2259,0
2260_01,Earth,True,C561,55 Cancri e,33.0,False,119.9,119.9,119.9,119.9,119.9,Guest 2260,0
2261_01,Earth,True,F214,TRAPPIST-1e,23.0,False,172.6,172.6,172.6,172.6,172.6,Guest 2261,1
2262_01,Earth,True,D713,TRAPPIST-1e,27.0,True,116.6,116.6,116.6,116.6,116.6,Guest 2262,0
2263_01,Europa,False,D16,PSO J318.5-22,34.0,True,3691.2,3691.2,3691.2,3691.2,3691.2,Guest 2263,0
2264_01,Earth,False,A705,TRAPPIST-1e,31.0,False,2925.0,2925.0,2925.0,2925.0,2925.0,Guest 2264,0
2265_01,Mars,False,D456,PSO J318.5-22,29.0,True,357.6,357.6,357.6,357.6,357.6,Guest 2265,0
2266_01,Mars,False,D696,TRAPPIST-1e,39.0,True,1254.8,1254.8,1254.8,1254.8,1254.8,Guest 2266,0
2267_01,Mars,True,D114,55 Cancri e,43.0,False,371.2,371.2,371.2,371.2,371.2,Guest 2267,0
2268_01,Mars,True,A833,TRAPPIST-1e,27.0,False,2155.3,2155.3,2155.3,2155.3,2155.3,Guest 2268,0
2269_01,Earth,False,A655,PSO J318.5-22,30.0,False,1906.6,1906.6,1906.6,1906.6,1906.6,Guest 2269,0
2270_01,Europa,False,A35,TRAPPIST-1e,17.0,False,1004.3,1004.3,1004.3,1004.3,1004.3,Guest 2270,0
2271_01,Europa,True,A869,PSO J318.5-22,28.0,False,1869.3,1869.3,1869.3,1869.3,1869.3,Guest 2271,0
2272_01,Earth,False,B167,PSO J318.5-22,36.0,True,2061.2,2061.2,2061.2,2061.2,2061.2,Guest 2272,0
2273_01,Mars,True,D383,55 Cancri e,40.0,False,162.0,162.0,162.0,162.0,162.0,Guest 2273,0
2274_01,Earth,False,A351,55 Cancri e,32.0,False,519.4,519.4,519.4,519.4,519.4,Guest 2274,0
2275_01,Mars,False,C772,TRAPPIST-1e,29.0,False,1178.2,1178.2,1178.2,1178.2,1178.2,Guest 2275,0
2276_01,Mars,True,B757,55 Cancri e,22.0,True,942.1,942.1,942.1,942.1,942.1,Guest 2276,0
2277_01,Europa,True,C84,55 Cancri e,33.0,True,776.0,776.0,776.0,776.0,776.0,Guest 2277,0
2278_01,Europa,True,E852,PSO J318.5-22,17.0,True,528.1,528.1,528.1,528.1,528.1,Guest 2278,0
2279_01,Earth,True,D159,55 Cancri e,32.0,True,963.1,963.1,963.1,963.1,963.1,Guest 2279,0
2280_01,Mars,True,E716,55 Cancri e,30.0,True,1326.3,1326.3,1326.3,1326.3,1326.3,Guest 2280,0
2281_01,Mars,True,A124,PSO J318.5-22,20.0,False,1345.1,1345.1,1345.1,1345.1,1345.1,Guest 2281,0
2282_01,Mars,True,B409,55 Cancri e,34.0,False,1625.9,1625.9,1625.9,1625.9,1625.9,Guest 2282,0
2283_01,Europa,True,E109,PSO J318.5-22,28.0,False,157.8,157.8,157.8,157.8,157.8,Guest 2283,0
2284_01,Europa,True,F668,PSO J318.5-22,37.0,False,1064.6,1064.6,1064.6,1064.6,1064.6,Guest 2284,0
2285_01,Earth,False,B400,TRAPPIST-1e,25.0,False,534.7,534.7,534.7,534.7,534.7,Guest 2285,0
2286_01,Mars,False,A562,55 Cancri e,36.0,True,1491.5,1491.5,1491.5,1491.5,1491.5,Guest 2286,0
2287_01,Europa,True,F998,TRAPPIST-1e,49.0,False,111.3,111.3,111.3,111.3,111.3,Guest 2287,0
2288_01,Earth,True,F824,PSO J318.5-22,32.0,False,67.4,67.4,67.4,67.4,67.4,Guest 2288,0
2289_01,Europa,True,A200,TRAPPIST-1e,40.0,False,192.5,192.5,192.5,192.5,192.5,Guest 2289,0
2290_01,Earth,True,D433,55 Cancri e,23.0,False,82.2,82.2,82.2,82.2,82.2,Guest 2290,0
2291_01,Earth,True,G568,PSO J318.5-22,26.0,True,60.0,60.0,60.0,60.0,60.0,Guest 2291,0
2292_01,Mars,False,C336,PSO J318.5-22,8.0,False,521.2,521.2,521.2,521.2,521.2,Guest 2292,0
2293_01,Mars,True,G60,PSO J318.5-22,28.0,False,596.9,596.9,596.9,596.9,596.9,Guest 2293,0
2294_01,Europa,True,A348,55 Cancri e,17.0,False,547.7,547.7,547.7,547.7,547.7,Guest 2294,0
2295_01,Europa,True,B278,TRAPPIST-1e,32.0,False,388.4,388.4,388.4,388.4,388.4,Guest 2295,0
2296_01,Mars,False,E198,55 Cancri e,6.0,True,450.2,450.2,450.2,450.2,450.2,Guest 2296,0
2297_01,Mars,False,E160,55 Cancri e,20.0,True,98.5,98.5,98.5,98.5,98.5,Guest 2297,0
2298_01,Earth,False,E107,TRAPPIST-1e,31.0,True,444.7,444.7,444.7,444.7,444.7,Guest 2298,0
2299_01,Earth,False,F843,55 Cancri e,35.0,True,1618.7,1618.7,1618.7,1618.7,1618.7,Guest 2299,0
2300_01,Mars,False,F454,55 Cancri e,11.0,False,471.4,471.4,471.4,471.4,471.4,Guest 2300,0
2301_01,Mars,False,F728,PSO J318.5-22,25.0,True,820.7,820.7,820.7,820.7,820.7,Guest 2301,0
2302_01,Mars,True,F777,TRAPPIST-1e,60.0,False,15.9,15.9,15.9,15.9,15.9,Guest 2302,0
2303_01,Mars,True,B853,TRAPPIST-1e,39.0,False,660.8,660.8,660.8,660.8,660.8,Guest 2303,0
2304_01,Mars,False,B587,PSO J318.5-22,32.0,False,654.8,654.8,654.8,654.8,654.8,Guest 2304,0
2305_01,Mars,True,A844,PSO J318.5-22,1.0,False,235.1,235.1,235.1,235.1,235.1,Guest 2305,0
2306_01,Mars,True,C136,PSO J318.5-22,19.0,True,486.7,486.7,486.7,486.7,486.7,Guest 2306,0
2307_01,Earth,False,G188,TRAPPIST-1e,36.0,True,146.0,146.0,146.0,146.0,146.0,Guest 2307,0
2308_01,Europa,True,E646,55 Cancri e,33.0,True,748.7,748.7,748.7,748.7,748.7,Guest 2308,0
2309_01,Mars,True,B375,TRAPPIST-1e,36.0,False,78.7,78.7,78.7,78.7,78.7,Guest 2309,0
2310_01,Mars,False,D191,TRAPPIST-1e,41.0,True,146.7,146.7,146.7,146.7,146.7,Guest 2310,0
2311_01,Mars,True,E371,TRAPPIST-1e,31.0,False,274.1,274.1,274.1,274.1,274.1,Guest 2311,0
2312_01,Mars,True,D395,55 Cancri e,40.0,False,316.6,316.6,316.6,316.6,316.6,Guest 2312,0
2313_01,Earth,False,C889,TRAPPIST-1e,9.0,True,1881.1,1881.1,1881.1,1881.1,1881.1,Guest 2313,0
2314_01,Mars,True,G431,PSO J318.5-22,60.0,False,406.4,406.4,406.4,406.4,406.4,Guest 2314,0
2315_01,Europa,True,A893,55 Cancri e,27.0,False,1643.5,1643.5,1643.5,1643.5,1643.5,Guest 2315,0
2316_01,Europa,False,A204,TRAPPIST-1e,23.0,False,2780.6,2780.6,2780.6,2780.6,2780.6,Guest 2316,0
2317_01,Earth,False,G870,55 Cancri e,48.0,False,1094.6,1094.6,1094.6,1094.6,1094.6,Guest 2317,0
2318_01,Europa,True,G824,TRAPPIST-1e,37.0,True,48.7,48.7,48.7,48.7,48.7,Guest 2318,0
2319_01,Europa,True,F178,TRAPPIST-1e,42.0,True,39.2,39.2,39.2,39.2,39.2,Guest 2319,0
2320_01,Mars,True,E767,PSO J318.5-22,23.0,False,2587.7,2587.7,2587.7,2587.7,2587.7,Guest 2320,0
2321_01,Europa,False,G794,PSO J318.5-22,33.0,True,177.1,177.1,177.1,177.1,177.1,Guest 2321,0
2322_01,Europa,False,B789,TRAPPIST-1e,39.0,True,1062.0,1062.0,1062.0,1062.0,1062.0,Guest 2322,0
2323_01,Earth,True,D898,PSO J318.5-22,17.0,True,250.4,250.4,250.4,250.4,250.4,Guest 2323,0
2324_01,Mars,True,D454,55 Cancri e,28.0,False,1430.2,1430.2,1430.2,1430.2,1430.2,Guest 2324,0
2325_01,Earth,False,D491,TRAPPIST-1e,27.0,False,236.9,236.9,236.9,236.9,236.9,Guest 2325,0
2326_01,Europa,True,D252,TRAPPIST-1e,27.0,True,825.0,825.0,825.0,825.0,825.0,Guest 2326,0
2327_01,Mars,True,G498,PSO J318.5-22,22.0,False,92.3,92.3,92.3,92.3,92.3,Guest 2327,0
2328_01,Earth,False,E924,TRAPPIST-1e,15.0,True,389.7,389.7,389.7,389.7,389.7,Guest 2328,0
2329_01,Earth,False,A629,55 Cancri e,35.0,True,459.6,459.6,459.6,459.6,459.6,Guest 2329,0
2330_01,Earth,True,B806,TRAPPIST-1e,33.0,True,1958.2,1958.2,1958.2,1958.2,1958.2,Guest 2330,0
2331_01,Earth,False,F868,TRAPPIST-1e,44.0,False,685.9,685.9,685.9,685.9,685.9,Guest 2331,0
2332_01,Europa,True,B610,TRAPPIST-1e,29.0,True,27.5,27.5,27.5,27.5,27.5,Guest 2332,0
2333_01,Europa,True,F552,TRAPPIST-1e,22.0,False,879.4,879.4,879.4,879.4,879.4,Guest 2333,0
2334_01,Earth,False,A211,55 Cancri e,13.0,True,122.1,122.1,122.1,122.1,122.1,Guest 2334,0
2335_01,Mars,True,D582,55 Cancri e,31.0,True,737.5,737.5,737.5,737.5,737.5,Guest 2335,0
2336_01,Europa,True,G619,55 Cancri e,26.0,False,680.3,680.3,680.3,680.3,680.3,Guest 2336,0
2337_01,Earth,True,E49,TRAPPIST-1e,54.0,True,457.1,457.1,457.1,457.1,457.1,Guest 2337,0
2338_01,Mars,False,D4,55 Cancri e,57.0,False,273.4,273.4,273.4,273.4,273.4,Guest 2338,0
2339_01,Mars,False,G975,PSO J318.5-22,49.0,True,1034.3,1034.3,1034.3,1034.3,1034.3,Guest 2339,0
2340_01,Mars,False,D52,TRAPPIST-1e,20.0,True,64.8,64.8,64.8,64.8,64.8,Guest 2340,0
2341_01,Europa,True,G808,PSO J318.5-22,14.0,True,104.8,104.8,104.8,104.8,104.8,Guest 2341,0
2342_01,Earth,False,F624,55 Cancri e,27.0,False,997.9,997.9,997.9,997.9,997.9,Guest 2342,0
2343_01,Earth,False,D834,PSO J318.5-22,20.0,True,1322.1,1322.1,1322.1,1322.1,1322.1,Guest 2343,0
2344_01,Europa,True,G544,PSO J318.5-22,47.0,True,409.3,409.3,409.3,409.3,409.3,Guest 2344,0
2345_01,Earth,True,E554,55 Cancri e,31.0,False,1101.1,1101.1,1101.1,1101.1,1101.1,Guest 2345,1
2346_01,Earth,True,D221,TRAPPIST-1e,25.0,True,1439.3,1439.3,1439.3,1439.3,1439.3,Guest 2346,0
2347_01,Mars,False,A593,55 Cancri e,30.0,True,79.6,79.6,79.6,79.6,79.6,Guest 2347,0
2348_01,Europa,False,C892,55 Cancri e,45.0,False,2219.6,2219.6,2219.6,2219.6,2219.6,Guest 2348,0
2349_01,Europa,False,C228,TRAPPIST-1e,19.0,True,364.9,364.9,364.9,364.9,364.9,Guest 2349,0
2350_01,Europa,False,B925,TRAPPIST-1e,36.0,False,289.7,289.7,289.7,289.7,289.7,Guest 2350,0
2351_01,Earth,False,E251,TRAPPIST-1e,15.0,False,429.3,429.3,429.3,429.3,429.3,Guest 2351,0
2352_01,Earth,True,D642,TRAPPIST-1e,28.0,False,1488.1,1488.1,1488.1,1488.1,1488.1,Guest 2352,0
2353_01,Earth,True,G915,PSO J318.5-22,22.0,True,246.4,246.4,246.4,246.4,246.4,Guest 2353,1
2354_01,Earth,True,D822,55 Cancri e,34.0,True,377.1,377.1,377.1,377.1,377.1,Guest 2354,0
2355_01,Earth,False,C310,55 Cancri e,32.0,True,84.2,84.2,84.2,84.2,84.2,Guest 2355,0
2356_01,Europa,True,B562,PSO J318.5-22,44.0,False,827.8,827.8,827.8,827.8,827.8,Guest 2356,0
2357_01,Europa,False,C793,55 Cancri e,38.0,True,207.8,207.8,207.8,207.8,207.8,Guest 2357,0
2358_01,Mars,True,D980,55 Cancri e,23.0,True,212.3,212.3,212.3,212.3,212.3,Guest 2358,0
2359_01,Mars,True,B738,TRAPPIST-1e,15.0,False,392.0,392.0,392.0,392.0,392.0,Guest 2359,0
2360_01,Earth,True,A922,PSO J318.5-22,21.0,True,321.0,321.0,321.0,321.0,321.0,Guest 2360,0
2361_01,Mars,False,C517,55 Cancri e,25.0,False,156.0,156.0,156.0,156.0,156.0,Guest 2361,0
2362_01,Mars,False,F618,TRAPPIST-1e,27.0,False,397.0,397.0,397.0,397.0,397.0,Guest 2362,0
2363_01,Europa,False,F253,PSO J318.5-22,21.0,False,23.2,23.2,23.2,23.2,23.2,Guest 2363,0
2364_01,Earth,False,D393,PSO J318.5-22,43.0,True,623.3,623.3,623.3,623.3,623.3,Guest 2364,0
2365_01,Europa,True,B352,PSO J318.5-22,41.0,False,137.7,137.7,137.7,137.7,137.7,Guest 2365,0
2366_01,Mars,True,A964,TRAPPIST-1e,27.0,True,155.4,155.4,155.4,155.4,155.4,Guest 2366,0
2367_01,Earth,True,D963,PSO J318.5-22,24.0,True,834.2,834.2,834.2,834.2,834.2,Guest 2367,0
2368_01,Mars,True,A937,TRAPPIST-1e,27.0,True,3713.7,3713.7,3713.7,3713.7,3713.7,Guest 2368,0
2369_01,Mars,True,C415,55 Cancri e,30.0,True,165.5,165.5,165.5,165.5,165.5,Guest 2369,0
2370_01,Europa,True,B957,TRAPPIST-1e,30.0,False,2403.3,2403.3,2403.3,2403.3,2403.3,Guest 2370,0
2371_01,Mars,False,F643,PSO J318.5-22,11.0,False,856.6,856.6,856.6,856.6,856.6,Guest 2371,0
2372_01,Europa,True,B202,PSO J318.5-22,25.0,False,162.4,162.4,162.4,162.4,162.4,Guest 2372,0
2373_01,Earth,False,A478,55 Cancri e,8.0,True,139.6,139.6,139.6,139.6,139.6,Guest 2373,0
2374_01,Earth,True,A107,TRAPPIST-1e,30.0,True,1453.2,1453.2,1453.2,1453.2,1453.2,Guest 2374,1
2375_01,Mars,True,F531,TRAPPIST-1e,38.0,False,2435.8,2435.8,2435.8,2435.8,2435.8,Guest 2375,0
2376_01,Mars,False,E951,PSO J318.5-22,18.0,True,1113.5,1113.5,1113.5,1113.5,1113.5,Guest 2376,0
2377_01,Europa,True,E416,55 Cancri e,32.0,True,833.0,833.0,833.0,833.0,833.0,Guest 2377,0
2378_01,Mars,True,D378,55 Cancri e,23.0,False,849.3,849.3,849.3,849.3,849.3,Guest 2378,0
2379_01,Europa,True,F75,TRAPPIST-1e,22.0,False,2078.7,2078.7,2078.7,2078.7,2078.7,Guest 2379,0
2380_01,Europa,True,D487,55 Cancri e,53.0,True,1200.5,1200.5,1200.5,1200.5,1200.5,Guest 2380,0
2381_01,Europa,True,G679,55 Cancri e,41.0,True,1146.1,1146.1,1146.1,1146.1,1146.1,Guest 2381,0
2382_01,Earth,False,B925,55 Cancri e,36.0,True,2486.9,2486.9,2486.9,2486.9,2486.9,Guest 2382,0
2383_01,Europa,True,F342,55 Cancri e,25.0,False,2028.5,2028.5,2028.5,2028.5,2028.5,Guest 2383,0
2384_01,Mars,False,F250,TRAPPIST-1e,35.0,False,1579.8,1579.8,1579.8,1579.8,1579.8,Guest 2384,0
2385_01,Mars,True,A936,TRAPPIST-1e,28.0,False,12.2,12.2,12.2,12.2,12.2,Guest 2385,0
2386_01,Europa,False,D102,55 Cancri e,35.0,True,215.9,215.9,215.9,215.9,215.9,Guest 2386,0
2387_01,Earth,True,F364,55 Cancri e,20.0,False,1623.5,1623.5,1623.5,1623.5,1623.5,Guest 2387,0
2388_01,Mars,False,F488,55 Cancri e,29.0,False,711.3,711.3,711.3,711.3,711.3,Guest 2388,0
2389_01,Europa,False,D946,TRAPPIST-1e,25.0,False,106.5,106.5,106.5,106.5,106.5,Guest 2389,0
2390_01,Earth,True,A602,PSO J318.5-22,13.0,True,713.6,713.6,713.6,713.6,713.6,Guest 2390,0
2391_01,Europa,True,E874,PSO J318.5-22,50.0,True,1170.1,1170.1,1170.1,1170.1,1170.1,Guest 2391,0
2392_01,Mars,True,A901,TRAPPIST-1e,40.0,True,120.6,120.6,120.6,120.6,120.6,Guest 2392,0
2393_01,Mars,True,B752,PSO J318.5-22,21.0,False,68.8,68.8,68.8,68.8,68.8,Guest 2393,0
2394_01,Earth,True,C791,TRAPPIST-1e,13.0,False,1283.0,1283.0,1283.0,1283.0,1283.0,Guest 2394,1
2395_01,Earth,True,E204,PSO J318.5-22,22.0,False,1872.2,1872.2,1872.2,1872.2,1872.2,Guest 2395,0
2396_01,Europa,False,G815,PSO J318.5-22,20.0,False,700.4,700.4,700.4,700.4,700.4,Guest 2396,0
2397_01,Earth,True,D800,55 Cancri e,23.0,False,674.9,674.9,674.9,674.9,674.9,Guest 2397,0
2398_01,Earth,False,E321,TRAPPIST-1e,12.0,True,247.3,247.3,247.3,247.3,247.3,Guest 2398,0
2399_01,Earth,False,B205,PSO J318.5-22,20.0,True,1217.0,1217.0,1217.0,1217.0,1217.0,Guest 2399,0
2400_01,Earth,True,G266,55 Cancri e,31.0,True,388.0,388.0,388.0,388.0,388.0,Guest 2400,1
2401_01,Europa,False,D846,TRAPPIST-1e,35.0,True,503.1,503.1,503.1,503.1,503.1,Guest 2401,0
2402_01,Earth,False,E699,PSO J318.5-22,7.0,False,368.1,368.1,368.1,368.1,368.1,Guest 2402,0
2403_01,Earth,True,G479,PSO J318.5-22,30.0,True,652.4,652.4,652.4,652.4,652.4,Guest 2403,1
2404_01,Europa,False,F87,55 Cancri e,18.0,True,452.9,452.9,452.9,452.9,452.9,Guest 2404,0
2405_01,Earth,True,B893,TRAPPIST-1e,18.0,False,1526.1,1526.1,1526.1,1526.1,1526.1,Guest 2405,0
2406_01,Earth,False,C11,55 Cancri e,26.0,True,1420.5,1420.5,1420.5,1420.5,1420.5,Guest 2406,0
2407_01,Europa,True,E208,TRAPPIST-1e,22.0,True,1941.0,1941.0,1941.0,1941.0,1941.0,Guest 2407,0
2408_01,Europa,True,E902,PSO J318.5-22,38.0,True,229.8,229.8,229.8,229.8,229.8,Guest 2408,0
2409_01,Mars,True,G520,PSO J318.5-22,38.0,False,202.3,202.3,202.3,202.3,202.3,Guest 2409,0
2410_01,Europa,True,D344,TRAPPIST-1e,26.0,True,1483.4,1483.4,1483.4,1483.4,1483.4,Guest 2410,0
2411_01,Europa,False,F509,PSO J318.5-22,22.0,False,1846.4,1846.4,1846.4,1846.4,1846.4,Guest 2411,0
2412_01,Europa,True,B629,TRAPPIST-1e,51.0,True,759.1,759.1,759.1,759.1,759.1,Guest 2412,0
2413_01,Earth,False,C686,55 Cancri e,52.0,False,2230.7,2230.7,2230.7,2230.7,2230.7,Guest 2413,0
2414_01,Earth,False,E545,55 Cancri e,35.0,False,322.0,322.0,322.0,322.0,322.0,Guest 2414,0
2415_01,Mars,True,G47,PSO J318.5-22,28.0,False,335.6,335.6,335.6,335.6,335.6,Guest 2415,0
2416_01,Earth,False,E159,TRAPPIST-1e,42.0,True,434.3,434.3,434.3,434.3,434.3,Guest 2416,0
2417_01,Earth,True,A262,TRAPPIST-1e,47.0,False,162.1,162.1,162.1,162.1,162.1,Guest 2417,1
2418_01,Mars,False,D465,TRAPPIST-1e,24.0,False,78.3,78.3,78.3,78.3,78.3,Guest 2418,0
2419_01,Europa,False,F576,PSO J318.5-22,51.0,True,42.4,42.4,42.4,42.4,42.4,Guest 2419,0
2420_01,Europa,False,G792,PSO J318.5-22,28.0,False,271.3,271.3,271.3,271.3,271.3,Guest 2420,0
2421_01,Mars,False,B209,55 Cancri e,43.0,True,276.2,276.2,276.2,276.2,276.2,Guest 2421,0
2422_01,Europa,False,G111,55 Cancri e,24.0,True,41.9,41.9,41.9,41.9,41.9,Guest 2422,0
2423_01,Mars,True,A832,55 Cancri e,31.0,True,58.9,58.9,58.9,58.9,58.9,Guest 2423,0
2424_01,Earth,True,G595,55 Cancri e,25.0,True,1118.9,1118.9,1118.9,1118.9,1118.9,Guest 2424,0
2425_01,Mars,True,F378,PSO J318.5-22,30.0,False,266.2,266.2,266.2,266.2,266.2,Guest 2425,0
2426_01,Europa,False,A72,55 Cancri e,42.0,False,953.3,953.3,953.3,953.3,953.3,Guest 2426,0
2427_01,Europa,True,F192,55 Cancri e,19.0,False,814.8,814.8,814.8,814.8,814.8,Guest 2427,0
2428_01,Europa,True,B799,55 Cancri e,27.0,False,4.0,4.0,4.0,4.0,4.0,Guest 2428,0
2429_01,Mars,True,G521,TRAPPIST-1e,36.0,True,524.6,524.6,524.6,524.6,524.6,Guest 2429,0
2430_01,Europa,False,G19,PSO J318.5-22,25.0,True,531.3,531.3,531.3,531.3,531.3,Guest 2430,0
2431_01,Mars,True,G496,55 Cancri e,54.0,True,752.8,752.8,752.8,752.8,752.8,Guest 2431,0
2432_01,Europa,True,D437,TRAPPIST-1e,13.0,True,268.8,268.8,268.8,268.8,268.8,Guest 2432,0
2433_01,Mars,True,E760,PSO J318.5-22,60.0,True,321.1,321.1,321.1,321.1,321.1,Guest 2433,0
2434_01,Europa,False,G94,PSO J318.5-22,22.0,False,257.1,257.1,257.1,257.1,257.1,Guest 2434,0
2435_01,Europa,True,G396,55 Cancri e,42.0,False,383.5,383.5,383.5,383.5,383.5,Guest 2435,0
2436_01,Europa,False,F916,TRAPPIST-1e,49.0,False,1692.4,1692.4,1692.4,1692.4,1692.4,Guest 2436,0
2437_01,Europa,True,F726,PSO J318.5-22,36.0,True,774.1,774.1,774.1,774.1,774.1,Guest 2437,0
2438_01,Mars,True,F651,55 Cancri e,13.0,False,3702.3,3702.3,3702.3,3702.3,3702.3,Guest 2438,0
2439_01,Europa,True,B402,PSO J318.5-22,26.0,True,990.7,990.7,990.7,990.7,990.7,Guest 2439,0
2440_01,Earth,False,D250,TRAPPIST-1e,31.0,False,1377.9,1377.9,1377.9,1377.9,1377.9,Guest 2440,0
2441_01,Mars,True,A92,PSO J318.5-22,37.0,True,12.6,12.6,12.6,12.6,12.6,Guest 2441,0
